sentence id;perspective class;theme class;phase class;# comment;# text
2584994563;;;;;# Toimenpiteen jälkeen tulee olla syömättä ja juomatta kaksi tuntia.
2540918242;;;;;# Teidän tulee olla syömättä ja juomatta toimenpidettä edeltävästä illasta klo 24:stä lähtien.
1249848391;;;;;# Tunti ennen ateriaa:
2107586238;;;;;# Tutkimusta varten ole syömättä ja juomatta edellisestä illasta klo 22 lähtien.
2414030118;;;;;# Puoli tuntia ennen ateriaa:
1257859930;;;;;# Valmistelut kotona ennen toimenpidettä:
1324506959;;;;;# Ennen tutkimusta pitää olla syömättä edellisestä illasta klo 22 alkaen.
3403828375;;;;;# Toimenpide tehdään nukutuksessa, siksi on välttämätöntä olla syömättä ja juomatta edellisestä illasta klo 24 alkaen.
650345596;;;;;# Ennen toimenpidettä tulee olla syömättä 4 tuntia ja juomatta 2 tuntia.
2731014114;;;;;# Syömättä, juomatta ja tupakoimatta 6 tuntia ennen toimenpidettä.
2817017284;;;;;# Jos tutkimus tehdään leikkauspäivän aamuna, täytyy leikkauksen takia olla syömättä ja juomatta.
3534911312;;;;;# Ole syömättä, juomatta ja tupakoimatta 6 tuntia ennen tutkimusta.
2297992725;;;;;# Ole kokonaan syömättä ja juomatta 8 tuntia ennen tutkimusta.
4048055504;;;;;# Ennen toimenpidettä tulee olla syömättä ja juomatta edellisestä illasta klo 24 alkaen.
2403952913;;;;;# Sinun tulee olla syömättä 6 tuntia ja kokonaan juomatta 2 tuntia ennen sairaalaan tuloa.
721877009;;;;;# Ennen tutkimusta Teidän tulee olla syömättä ja juomatta vähintään kuusi tuntia.
3696352046;;;;;# Ole syömättä ja juomatta 6 tuntia ennen sairaalaan tuloa.
2208361831;;;;;# Sinun tulee olla syömättä vähintään 6 tuntia ja juomatta vähintään 2 tuntia ennen sairaalaan tuloa.
1718794192;;;;;# Ole syömättä, juomatta ja tupakoimatta 6 tuntia ennen tähystystä.
3161717221;;;;;# Toimenpidepäivänä olette syömättä ja juomatta 6 tuntia ennen toimenpidetta.
376722477;;;;;# Leikkausriskien vähentämiseksi aikuisten tulee olla syömättä ja juomatta ennen toimenpidettä kuusi tuntia, lasten neljä tuntia.
2496878202;;;;;# Syömättä ja juomatta kuusi tuntia ennen tutkimusta
2811781396;;;;;# Kun sterilisaatio tehdään nukutuksessa, sinun tulee olla syömättä 6 tuntia ja kokonaan juomatta 2 tuntia ennen sairaalaan tuloa.
428649672;;;;;# Toimenpiteeseen tultaessa pitää olla syömättä ja juomatta vähintään neljä tuntia.
1307043604;;;;;# Aikuinen ja yli 1-vuotias lapsi: syömättä ja juomatta 6 tuntia ennen toimenpidettä.
;;;;;
3800716726;;;;;# Kliinisen neurofysiologian lääkäri antaa tutkimuksesta lausunnon.
2022999974;;;;;# Lääkäri tarkistaa vointinne.
466510553;;;;;# Kliinisen neurofysiologian lääkäri antaa tutkimuksesta lausunnon, joka lähetetään tutkimuksen pyytäneelle yksikölle.
3493969227;;;;;# Saatte tutkimustulokset lähettävän osaston tai poliklinikan lääkäriltä.
987449383;;;;;# Osastolla ollessasi lääkäri keskustelee mahdollisista jatkotoimenpiteistä.
891313826;;;;;# Tutkimustulokset saatte lähettävän osaston tai poliklinikan lääkäriltä.
4152445182;;;;;# Lausunto ohjataan lapsen tutkimukseen lähettäneelle lääkärille, joka huolehtii tarvittavista jatkotoimenpiteistä.
4223451874;;;;;# Lausunto ohjataan sinut tutkimukseen lähettäneelle poliklinikalle/osastolle, joka huolehtii tarvittavista jatkotoimenpiteistä.
849622959;;;;;# Lausunto ohjataan teidät tutkimukseen lähettäneelle lääkärille, joka huolehtii tarvittavista jatkotoimenpiteistä.
1063981715;;;;;# Lääkäri antaa tutkimuksesta lausunnon, joka lähetetään tutkimuksen pyytäneelle osastolle.
2854554753;;;;;# Osastomme lääkäri antaa tutkimuksesta lausunnon, joka lähetetään tutkimuksen pyytäneelle yksikölle.
285367568;;;;;# Kliinisen neurofysiologian osaston lääkäri analysoi tutkimuksen ja antaa siitä lausunnon, joka ohjataan tutkimuksen pyytäneelle yksikölle.
1848656713;;;;;# Kliinisen neurofysiologian osaston lääkäri antaa tutkimuksesta lausunnon, joka lähetetään tutkimuksen pyytäneelle yksikölle.
4239195465;;;;;# Kliinisen neurofysiologian osaston lääkäri antaa tutkimuksista lausunnon.
2378782215;;;;;# Lääkäri antaa EEG-tutkimuksesta lausunnon, joka lähetetään tutkimuksen pyytäneelle yksikölle.
2913725291;;;;;# Voit keskustella siitä hoitajasi tai lääkärisi kanssa.
2936094354;;;;;# Lääkäri antaa tutkimuksesta lausunnon joka lähetetään tutkimuksen pyytäneelle yksikölle.
1978532504;;;;;# Lääkehoito on aina lääkärin määräämä ja se toteutetaan yksilöllisesti lääkärin kanssa sopien.
1375333322;;;;;# Tämä tapahtuu siten, että sovitte laboratorion kanssa, kenelle lääkärille vastaukset lähetetään.
3801960241;;;;;# Lausunto ohjataan sinut tutkimukseen lähettäneelle poliklinikalle tai osastolle, joka kertoo tutkimustuloksista sekä huolehtii mahdollisista jatkotoimista.
3691198700;;;;;# Lausunto lähetetään tutkimukset pyytäneelle osastolle, joka kertoo tutkimustuloksista sekä mahdollisista jatkotoimista.
3898930936;;;;;# Lääkitys ja seuranta sovitaan yksilöllisesti hoitavan lääkärin kanssa.
4176432737;;;;;# Kliinisen neurofysiologian osaston lääkäri analysoi tutkimuksen ja antaa siitä lausunnon.
1371489304;;;;;# Kliinisen neurofysiologian osaston lääkäri antaa hoidosta lausunnon.
1516900579;;;;;# Kliinisen neurofysiologian osaston lääkäri antaa tutkimuksista lausunnon, joka lähetetään tutkimuksen pyytäneelle osastolle.
42668391;;;;;# Patologian yksikön lääkäri antaa ihonäytteestä lausunnon, joka lähetetään tutkimuksen pyytäneelle osastolle.
422611302;;;;;# Tutkimustulokset saatte Teitä hoitavalta lääkäriltä osastolta, poliklinikalta tai terveyskeskuksesta.
1404670446;;;;;# Patologian yksikön lääkäri antaa lihasnäytteestä lausunnon, joka lähetetään tutkimuksen pyytäneelle osastolle.
3222207196;;;;;# Lähettävä poliklinikka tai osasto kertoo tutkimustuloksista sekä mahdollisista jatkotoimista.
981038208;;;;;# Keskustelutoivomuksesta voi kertoa hoitavalle lääkärille tai sairaanhoitajalle.
2401759669;;;;;# Lausunto ohjataan sinut tutkimukseen lähettäneelle poliklinikalle/yksikölle, joka huolehtii tarvittavista jatkotoimenpiteistä.
;;;;;
2968362692;;;;;# Sairaalassa tehtäviin leikkausvalmisteluihin sisältyvät hoitajien antama ohjaus ja neuvonta, verikokeiden ottaminen, mahdollinen lääkärintutkimus sekä nukutuslääkärin tai -hoitajan tapaaminen.
2506998703;;;;;# Sairaalassa leikkausvalmisteluihin sisältyvät hoitajien antama ohjaus ja neuvonta, tarvittaessa veri- ja virtsanäytteiden ottaminen sekä mahdollinen lääkärintutkimus.
2195540892;;;;;# Kun ovulaatiotesti on positiivinen, tulee siitä soittaa erikoissairaanhoitajalle.
2727582421;;;;;# Hoitotarvikkeet potilas saa maksutta kotipaikkakunnan terveyskeskuksesta tai erillisestä hoitotarvikejakelusta avannehoitajan todistuksella.
3587685060;;;;;# Kela seuraa kustannusten kertymistä ja lähettää automaattisesti hakemuksen.
1765282328;;;;;# Sairaalassa tehtäviin leikkausvalmisteluihin sisältyvät hoitajien antama ohjaus ja neuvonta, verikokeiden ottaminen sekä lääkärintapaaminen.
3990596930;;;;;# Aloituspäivä sovitaan potilaskohtaisesti.
2318004682;;;;;# Oikeuslääketieteellistä tutkimusta varten vainaja siirretään sairaalasta patologian yksikköön, jossa oikeuslääketieteen erikoislääkäri tai hänen valvonnassaan oleva erikoistuvalääkäri suorittaa poliisin määräyksen saatuaan ruumiinavauksen.
3592598714;;;;;# Yön aikana voit kääntyillä ja valita nukkuma-asennon omien tottumustesi mukaisesti.
2553633411;;;;;# neuvoo kuntoutujia ja heidän läheisiään kotona, työssä, opiskelussa ja sairaalassa
1820807551;;;;;# Osastolla teillä on mahdollisuus keskustella kirurgin kanssa eri leikkausvaihtoehdoista, jokainen hoitopäätös tehdään ottamalla huomioon yksilölliset tekijät.
166130039;;;;;# Jos työsi edellyttää liikkeitä tai hikoiluttaa, ota yhteys omaan työterveyshuoltoosi työtehtävien tai sairausloman järjestämiseksi.
3270714960;;;;;# Samalla käyntikerralla keskustellaan hoitovaihtoehdoista, selvitetään veriryhmä ja otetaan klamydianäyte.
2194018630;;;;;# Yön aikana voi kääntyillä ja valita oman nukkuma-asennon omien tottumusten mukaisesti.
3301286166;;;;;# Laboratorioon tullessasi on tärkeää, että otat hyljintäestolääkkeen (esim. Sandimmun, Prograf, Rapamune, Certican) vasta verinäytteiden oton jälkeen - muutoin lääkeainepitoisuus ei ole luotettava.
1229612008;;;;;# Mikäli teillä on vastaanottoajankohtana kuukautiset, tulee tutkimusajankohtaa siirtää soittamalla ajanvarauskirjeessä olevaan numeroon.
4242319466;;;;;# alkoholipohjaisia käsihuuhteita käytetään sairaalan tai hoitolaitoksen osastolle, poliklinikalle tai potilashuoneeseen tultaessa ja sieltä poistuttaessa
4105047644;;;;;# Saunominen ei ole suotavaa 2-3viikkoon leikkauksen jälkeen, koska se nostaa verenpainetta.
3835571176;;;;;# Toinen mahdollisuus hyvästelemiseen on silloin, kun hautaustoimisto noutaa vainajan sairaalan kappelista hautausta varten.
1749095682;;;;;# Asiakkaiden toivomuksesta kyseisiin näytteenottopisteisiin voi tulla verinäytteenottoon ilman ajanvarausta vuoronumerolla jonottamalla sulkeissa olevina ajankohtina.
2816881180;;;;;# Potilailla on oikeus halutessaan saada kopiot omista sairauskertomuksistaan.
1343751823;;;;;# Sairaalassa leikkausvalmisteluihin sisältyvät hoitajien antama ohjaus ja neuvonta, veri- ja virtsanäytteiden ottaminen sekä mahdollinen lääkärintutkimus.
626771673;;;;;# Luotettava tulos saadaan toimimalla laboratorion laatimien ja jakelemien virtsanäytteen anto-ohjeiden mukaan.
210625844;;;;;# Avauksen jälkeen vainaja jää edelleen patologian yksikköön siihen asti, kunnes omaiset ovat saaneet järjestettyä vainajan siirron.
614191521;;;;;# Seuranta tapahtuu pääasiassa keuhkosairauksien klinikalla tai terveyskeskuksessa.
2988987295;;;;;# Yhteydenotto ongelmatapauksissa / vastausten tiedustelu
2298596146;;;;;# Huumekatkaisuhoitoon hakeudutaan vastaanottopoliklinikan kautta ajanvarauksella, puh: 02- 3142500. Poliklinikkakäynnillä sovitaan katkaisuhoidon alkamisajankohta.
1222838154;;;;;# Yön aikana voit kääntyillä ja valita nukkuma-asennon tottumustesi mukaisesti.
;;;;;
1806740988;;;;;# Uimaan / saunaan voi mennä kahden viikon kuluttua.
568447950;;;;;# Uimaan / saunaan voi mennä kahden viikon kuluttua ompeleiden poistosta.
258096646;;;;;# Uimaan / saunaan voi mennä 2 viikon kuluttua ompeleiden / hakasten poistosta.
4221037597;;;;;# Haavan saa kastaa 2 vuorokauden kuluttua ompeleiden poistosta.
980743209;;;;;# saunaan ja uimaan saatte mennä vuorokauden kuluttua ompeleiden poistosta
930291059;;;;;# Saunaan voitte mennä kahden viikon kuluttua leikkauksesta.
3084292298;;;;;# Saunaan saatte mennä vuorokauden kuluttua ompeleiden poiston jälkeen.
2046005442;;;;;# Saunaan, kylpyyn ja uimaan lapsi voi mennä kaksi päivää ompeleiden poiston jälkeen.
732173195;;;;;# Voit mennä saunaan tai kylpyyn, kun teippien poistosta on kulunut vuorokausi.
888706609;;;;;# Saunaan / uimaan voi mennä 2 viikon kuluttua ompeleiden poistosta.
545739693;;;;;# Saunaan voi mennä viikon kuluttua leikkauksesta.
2620935662;;;;;# Saunaan saa mennä 2 viikon kuluttua toimenpiteestä.
1921884619;;;;;# Saunaan ja uimaan voitte mennä vasta ompeleiden poiston jälkeen.
2324933406;;;;;# Saunaan voi mennä kahden viikon kuluttua.
1524980556;;;;;# Saunaan voitte mennä vasta ompeleiden poiston jälkeen.
1997165010;;;;;# Saunaan voitte mennä vasta noin kahden viikon kuluttua toimenpiteestä.
508558375;;;;;# Saunaan ja uimaan saatte mennä vuorokauden kuluttua hakasten/ompeleiden poistosta
2588630593;;;;;# Saunaan saatte mennä kahden viikon kuluttua leikkauksesta.
2395408323;;;;;# Saunaan ja kylpyyn saat mennä, kun ompeleiden poistosta on kulunut vuorokausi tai lastahoidon loputtua.
3981341837;;;;;# Kylpyyn, uimaan tai saunaan saat mennä vuorokauden kuluttua ompeleiden/hakasten poistosta tai kahden viikon kuluttua sulavien ompeleiden laitosta.
1706892607;;;;;# Leikkauksen jälkeen haavalla on sidos ompeleiden poistoon asti.
1345558971;;;;;# saunaan, uimaan tai kylpyyn voitte mennä vuorokausi ompeleiden poiston jälkeen tai jos haavalla sulavat ompeleet, on tämä aika kaksi viikkoa
59538491;;;;;# Saunaan, kylpyyn tai uimaan saatte mennä vasta kahden viikon kuluttua leikkauksesta.
2039506070;;;;;# Saunaan ja uimaan saa mennä vasta 2 viikon kuluttua toimenpiteestä.
3630094284;;;;;# Voitte mennä suihkuun vuorokauden kuluttua leikkauksesta.
;;;;;
880888255;;;;;# On suositeltavaa, että nukutte selällänne tai leikkaamattomalla kyljellänne neljän viikon ajan.
1284134747;;;;;# Kolesteroliarvot tulisi mittauttaa vähintään kerran vuodessa terveyskeskuksessa.
3104569287;;;;;# Proteesi pitää harjata kaksi kertaa päivässä proteesiharjalla
1397654580;;;;;# Puudutuksen ja toimenpiteen jälkeisen turvotuksen vuoksi asetetaan virtsatiekatetri, jota pidetään noin vuorokauden ajan.
174834798;;;;;# Seuraavana päivänä annetaan vielä Fluorourasiili nopeana 5 minuutin infuusiona ja 30 minuutin tauon jälkeen Leukovoriini nopeana 5 minuutin infuusiona.
713392882;;;;;# Tällöin saatetaan joutua pitämään kestokatetria muutaman viikon ajan kunnes leikkausalue paranee.
318496774;;;;;# Harjoituksia tehdään 4 kertaa päivässä 5-10 kertaa kutakin liikettä.
750591240;;;;;# Nielu on muutaman päivän ajan turvonnut ja kipeä.
2948031613;;;;;# Jos käyt nukkumaan ensimmäisen puolen vuorokauden aikana vammasta, Sinut tulee herättää 1-3 tunnin välein sen varmistamiseksi, että heräät normaaliin tapaan.
2009507826;;;;;# Kättelykielto on voimassa ainakin puolen vuoden ajan.
2153929730;;;;;# Tutkimuksen jälkeen nivustaivetta painetaan, kunnes vuoto pistokohdasta on lakannut ja tämän jälkeen vuodelepo jatkuu osastolla noin 4 tunnin ajan.
469519478;;;;;# Puhalluksien pitää olla luotettavia ja toistettavia, vähintään kolme hyvää, tasaista puhallusta kerralla.
3327999509;;;;;# Korvasta vuotaa toimenpiteen jälkeen muutaman päivän ajan verensekaista eritettä, mikä pääsee nyt vapaasti poistumaan.
1909419308;;;;;# Jos syyhykuuri laitetaan yön ajaksi, on vuodevaatteet vaihdettava kuurin alkaessa ja myös sen jälkeen.
477660233;;;;;# Keräyspussi pitäisi vaihtaa uuteen kerran viikossa.
1085689992;;;;;# Tulee virtsankeräyspussi vaihtaa kerran viikossa uuteen.
3025741421;;;;;# Virtsapussi tulee vaihtaa uuteen kerran viikossa.
2585115463;;;;;# Sterilisaatio tehdään kuukautiskierron alkupuolella, kymmenen päivän kuluessa ensimmäisestä vuotopäivästä, runsaimman vuodon loputtua.
2430999950;;;;;# On suositeltavaa, että nukutte kotona neljän viikon ajan selällään tai leikkaamattoman kyljen puolella.
906461919;;;;;# Normaali liikkuminen ja peseytyminen ovat yleensä sallittuja toimenpiteen jälkeisestä päivästä alkaen.
3457062184;;;;;# Kolesteroliarvot tulee mittauttaa terveyskeskuksessa vähintään kerran vuodessa.
2727848804;;;;;# Keräyspussi tulee vaihtaa uuteen kerran viikossa.
3177889132;;;;;# Huolellinen raskauden ehkäisy ja imetyksestä pidättäytyminen on suositeltavaa 12 kuukauden ajan hoitojakson jälkeen.
1449500145;;;;;# Sen jälkeen siteitä pitää käyttää vielä päivisin pari-kolme viikkoa.
;;;;;
2382972205;;;;;# Ohjeen sisällöstä vastaa TYKS Haavatyöryhmä 9/2014
964843796;;;;;# sisällöstä vastaa TYKS Fysioterapia, sisältö päivitetty 8/14
1178730404;;;;;# Sisällöstä vastaa Tyks/ vatsaelinkirurgia
526633336;;;;;# sisällöstä vastaa Tyks/Asiantuntijapalvelut/Kuntoutusohjaus, sisältö tarkistettu 3 / 2015
1174428205;;;;;# Sisällöstä vastaa VSSHP Fysioterapia, sisältö tarkistettu 2/2014
1533609975;;;;;# sisällöstä vastaa Tyks plastiikka- ja yleiskirurgian vuodeosasto, sisältö tarkistettu 6/2015
3557012648;;;;;# Sisällöstä vastaa TYKS Neurokirurgian osasto, sisältö tarkastettu 05/2013.
139143653;;;;;# Ohjeesta vastaa Tyks/ vatsaelinkirurgia
1563516981;;;;;# Sisällöstä vastaa Tyks Fysioterapia, sisältö tarkastettu 11/2014
1555745807;;;;;# Ohjeen sisällöstä vastaa TYKS Haavatyöryhmä. 6/2014
3318823311;;;;;# Ohjeen sisällöstä vastaa Tyksin naistentautien poliklinikka, sisältö tarkastettu 1/2014
2483478194;;;;;# Sisällöstä vastaa Tyks/urologia
2421823772;;;;;# Sisällöstä vastaa TYKS Fysioterapia, sisältö tarkastettu 3/2015
2480588073;;;;;# Sisällöstä vastaa Tyks/ vatsaelinkirurgia, sisältö tarkistettu 9/2014
3135067129;;;;;# sisällöstä vastaa Tyks UA3B, sisältö tarkistettu 6 / 2015
1173784909;;;;;# Sisällöstä vastaa TYKS/urologia
1832987636;;;;;# Sisällöstä vastaa Tyks Fysioterapia, sisältö tarkistettu 2/2015
4260790333;;;;;# Sisällöstä vastaa TYKS, gastroenterologian poliklinikka
3557028983;;;;;# sisällöstä vastaa TYKS silmäklinikka, sisältö tarkistettu 6/2013
2485453557;;;;;# Ohjeesta vastaa Tyks/ vatsaelinkirurgia, sisältö tarkistettu 6/2014
1560781946;;;;;# sisällöstä vastaa TYKS UA10, sisältö tarkistettu 6 / 2013
2981153728;;;;;# Sisällöstä vastaa Tyks Toimintaterapia, sisältö tarkastettu 8/2015
;;;;;
3555910624;;;;;# Ohje potilaalle LRH-koetta varten
1599855774;;;;;# Ohje potilaalle laktoosikoetta varten
2249834938;;;;;# Ohje potilaalle TRH-koetta varten
4003350647;;;;;# Tämän ohjeen tarkoituksena on antaa potilaalle ja hänen omaisilleen keskeistä tietoa littyen aivolisäkeleikkauksen jälkeiseen aikaan.
1986555800;;;;;# Ohje potilaalle ulostenäytteen ottamista varten
3351598742;;;;;# Ohje potilaalle yövirtsan keräämistä varten
770535791;;;;;# Tämän ohjeen tavoitteena on antaa potilaalle ja hänen omaisilleen keskeistä tietoa liittyen aivokasvainleikkauksen jälkeiseen aikaan.
2664776251;;;;;# Ohje potilaalle virtsanäytteen ottamista varten
4045148445;;;;;# Tämä ohjeen tavoitteena on antaa potilaalle tietoa kolmoishermosolmukkeen glyserolipuudutuksen jälkeen.
1674236551;;;;;# Tämän ohjeen tavoitteena on antaa potilaalle ja hänen omaisilleen keskeistä tietoa liittyen aivoverisuonileikkauksen jälkeiseen aikaan.
2913275389;;;;;# Tämän ohjeen tarkoituksena on antaa sinulle tietoa itsehoidosta infuusioportin laiton jälkeen.
748568716;;;;;# Ohje potilaalle glukagoni-koetta varten
545677579;;;;;# Ohje potilaalle ACTH-koetta varten.
3145121691;;;;;# Ohje potilaalle ureahengitystestiä varten
3300263618;;;;;# Ohje potilaalle yskösnäytteen ottamista varten
2238076694;;;;;# Ohje potilaalle CRH-koetta varten.
2518559013;;;;;# Puhelimessa annetaan ohjeet lääkityksen aloittamisesta ja tehdään punktiovaraus.
